Z-Score Calculation Summary
====================================================================================================
Ticker: PCN
NAV Symbol: XPCNX
Start Date: 2022-12-22
End Date: 2025-12-22
Data Points: 720
Current Premium/Discount: 5.79345088% (0.057935)
Average Premium/Discount: 13.83550959% (0.138355)
STDEV.P: 5.08095673% (0.050810)
Z-Score: -1.58278433

====================================================================================================
Daily Price and NAV Data (3-Year Window)
====================================================================================================
Date,Price,NAV,Premium/Discount (Decimal),Premium/Discount (%)
2023-04-26,12.7000,11.1300,0.14106020,14.10601977%
2023-04-27,12.7500,11.1300,0.14555256,14.55525606%
2023-04-28,12.8200,11.1800,0.14669052,14.66905188%
2023-05-01,12.8500,11.1600,0.15143369,15.14336918%
2023-05-02,12.8400,11.1900,0.14745308,14.74530831%
2023-05-03,12.9200,11.2300,0.15048976,15.04897596%
2023-05-04,12.9000,11.2300,0.14870882,14.87088157%
2023-05-05,13.0300,11.2500,0.15822222,15.82222222%
2023-05-08,13.0600,11.2300,0.16295637,16.29563669%
2023-05-09,12.9200,11.2500,0.14844444,14.84444444%
2023-05-10,12.8200,11.1700,0.14771710,14.77170994%
2023-05-11,12.7300,11.1700,0.13965980,13.96598030%
2023-05-12,12.6400,11.1600,0.13261649,13.26164875%
2023-05-15,12.6300,11.1600,0.13172043,13.17204301%
2023-05-16,12.5300,11.1400,0.12477558,12.47755835%
2023-05-17,12.5600,11.1400,0.12746858,12.74685817%
2023-05-18,12.6000,11.1200,0.13309353,13.30935252%
2023-05-19,12.5900,11.1200,0.13219424,13.21942446%
2023-05-22,12.6700,11.1200,0.13938849,13.93884892%
2023-05-23,12.6300,11.1100,0.13681368,13.68136814%
2023-05-24,12.6400,11.0900,0.13976555,13.97655546%
2023-05-25,12.5500,11.0500,0.13574661,13.57466063%
2023-05-26,12.5500,11.0700,0.13369467,13.36946703%
2023-05-30,12.5400,11.1100,0.12871287,12.87128713%
2023-05-31,12.5700,11.1200,0.13039568,13.03956835%
2023-06-01,12.7100,11.1600,0.13888889,13.88888889%
2023-06-02,12.8900,11.1800,0.15295170,15.29516995%
2023-06-05,12.9800,11.2000,0.15892857,15.89285714%
2023-06-06,13.0700,11.2200,0.16488414,16.48841355%
2023-06-07,12.9700,11.2400,0.15391459,15.39145907%
2023-06-08,12.9700,11.2600,0.15186501,15.18650089%
2023-06-09,12.5100,11.1400,0.12298025,12.29802513%
2023-06-12,12.4900,11.1500,0.12017937,12.01793722%
2023-06-13,12.4700,11.1500,0.11838565,11.83856502%
2023-06-14,12.5200,11.1700,0.12085944,12.08594449%
2023-06-15,12.7400,11.1900,0.13851653,13.85165326%
2023-06-16,12.8400,11.2000,0.14642857,14.64285714%
2023-06-20,12.8800,11.1900,0.15102770,15.10277033%
2023-06-21,13.0300,11.1900,0.16443253,16.44325290%
2023-06-22,12.9800,11.1800,0.16100179,16.10017889%
2023-06-23,13.0600,11.1900,0.16711349,16.71134942%
2023-06-26,13.0300,11.1900,0.16443253,16.44325290%
2023-06-27,13.0000,11.1800,0.16279070,16.27906977%
2023-06-28,13.0600,11.2000,0.16607143,16.60714286%
2023-06-29,13.0500,11.1600,0.16935484,16.93548387%
2023-06-30,13.1100,11.1700,0.17367950,17.36794987%
2023-07-03,13.2600,11.1500,0.18923767,18.92376682%
2023-07-05,13.4800,11.1300,0.21114106,21.11410602%
2023-07-06,13.2700,11.1300,0.19227314,19.22731357%
2023-07-07,13.4300,11.0200,0.21869328,21.86932849%
2023-07-10,13.6400,11.0700,0.23215899,23.21589883%
2023-07-11,13.6300,11.0900,0.22903517,22.90351668%
2023-07-12,13.7000,11.0500,0.23981900,23.98190045%
2023-07-13,13.5300,11.1100,0.21782178,21.78217822%
2023-07-14,13.4000,11.0700,0.21047877,21.04787715%
2023-07-17,13.1800,11.0700,0.19060524,19.06052394%
2023-07-18,13.2300,11.0700,0.19512195,19.51219512%
2023-07-19,13.4000,11.0900,0.20829576,20.82957619%
2023-07-20,13.3300,11.0400,0.20742754,20.74275362%
2023-07-21,13.3100,11.0500,0.20452489,20.45248869%
2023-07-24,13.5800,11.0500,0.22895928,22.89592760%
2023-07-25,13.6400,11.0700,0.23215899,23.21589883%
2023-07-26,13.7100,11.0900,0.23624887,23.62488729%
2023-07-27,13.6200,11.0500,0.23257919,23.25791855%
2023-07-28,13.6800,11.0700,0.23577236,23.57723577%
2023-07-31,13.7400,11.0700,0.24119241,24.11924119%
2023-08-01,13.6000,11.0600,0.22965642,22.96564195%
2023-08-02,13.6000,11.0200,0.23411978,23.41197822%
2023-08-03,13.7000,11.0100,0.24432334,24.43233424%
2023-08-04,13.8700,11.0600,0.25406872,25.40687161%
2023-08-07,14.2000,11.0700,0.28274616,28.27461608%
2023-08-08,14.2400,11.0800,0.28519856,28.51985560%
2023-08-09,13.9700,11.1000,0.25855856,25.85585586%
2023-08-10,13.7400,11.1000,0.23783784,23.78378378%
2023-08-11,13.8700,10.9600,0.26551095,26.55109489%
2023-08-14,14.1000,10.9300,0.29002745,29.00274474%
2023-08-15,14.0800,10.9300,0.28819762,28.81976212%
2023-08-16,13.7600,10.8700,0.26586937,26.58693652%
2023-08-17,13.6500,10.8600,0.25690608,25.69060773%
2023-08-18,13.6200,10.8700,0.25298988,25.29898804%
2023-08-21,13.6200,10.8400,0.25645756,25.64575646%
2023-08-22,13.6200,10.8300,0.25761773,25.76177285%
2023-08-23,13.6400,10.8800,0.25367647,25.36764706%
2023-08-24,13.6400,10.8600,0.25598527,25.59852670%
2023-08-25,13.6300,10.8600,0.25506446,25.50644567%
2023-08-28,13.6900,10.8900,0.25711662,25.71166208%
2023-08-29,13.7900,10.9300,0.26166514,26.16651418%
2023-08-30,13.8000,10.9500,0.26027397,26.02739726%
2023-08-31,13.8400,10.9600,0.26277372,26.27737226%
2023-09-01,13.7400,11.0300,0.24569356,24.56935630%
2023-09-05,13.9700,11.0100,0.26884650,26.88465032%
2023-09-06,13.9700,11.0000,0.27000000,27.00000000%
2023-09-07,14.0300,11.0200,0.27313975,27.31397459%
2023-09-08,13.9000,10.9100,0.27406049,27.40604950%
2023-09-11,13.7300,10.9100,0.25847846,25.84784601%
2023-09-12,13.7100,10.9100,0.25664528,25.66452796%
2023-09-13,13.7100,10.9300,0.25434584,25.43458371%
2023-09-14,13.7200,10.9600,0.25182482,25.18248175%
2023-09-15,13.7400,10.9600,0.25364964,25.36496350%
2023-09-18,13.7500,10.9600,0.25456204,25.45620438%
2023-09-19,13.9000,10.9900,0.26478617,26.47861692%
2023-09-20,13.6500,10.9800,0.24316940,24.31693989%
2023-09-21,13.3600,10.9500,0.22009132,22.00913242%
2023-09-22,13.4200,10.9600,0.22445255,22.44525547%
2023-09-25,13.1700,10.9600,0.20164234,20.16423358%
2023-09-26,13.1100,10.9400,0.19835466,19.83546618%
2023-09-27,12.2800,10.9100,0.12557287,12.55728689%
2023-09-28,12.1900,10.9200,0.11630037,11.63003663%
2023-09-29,12.1700,10.9100,0.11549038,11.54903758%
2023-10-02,11.9600,10.8700,0.10027599,10.02759890%
2023-10-03,11.9000,10.7900,0.10287303,10.28730306%
2023-10-04,12.0300,10.7900,0.11492122,11.49212234%
2023-10-05,11.5600,10.8000,0.07037037,7.03703704%
2023-10-06,11.4200,10.7400,0.06331471,6.33147114%
2023-10-09,11.4500,10.7800,0.06215213,6.21521336%
2023-10-10,11.6700,10.7900,0.08155700,8.15569972%
2023-10-11,11.5500,10.6900,0.08044902,8.04490178%
2023-10-12,11.4400,10.6700,0.07216495,7.21649485%
2023-10-13,11.3500,10.6700,0.06373008,6.37300843%
2023-10-16,11.2100,10.6600,0.05159475,5.15947467%
2023-10-17,10.9200,10.6200,0.02824859,2.82485876%
2023-10-18,10.9000,10.5900,0.02927290,2.92728990%
2023-10-19,10.8600,10.5800,0.02646503,2.64650284%
2023-10-20,10.8100,10.6000,0.01981132,1.98113208%
2023-10-23,10.7500,10.6100,0.01319510,1.31950990%
2023-10-24,11.0100,10.6200,0.03672316,3.67231638%
2023-10-25,10.9500,10.6000,0.03301887,3.30188679%
2023-10-26,11.1800,10.6100,0.05372290,5.37229029%
2023-10-27,11.2200,10.6400,0.05451128,5.45112782%
2023-10-30,11.2500,10.6200,0.05932203,5.93220339%
2023-10-31,11.3100,10.6600,0.06097561,6.09756098%
2023-11-01,11.7600,10.7000,0.09906542,9.90654206%
2023-11-02,12.2100,10.7800,0.13265306,13.26530612%
2023-11-03,12.4000,10.8700,0.14075437,14.07543698%
2023-11-06,12.4500,10.8800,0.14430147,14.43014706%
2023-11-07,12.5500,10.9200,0.14926740,14.92673993%
2023-11-08,12.5500,10.9400,0.14716636,14.71663620%
2023-11-09,12.3000,10.9000,0.12844037,12.84403670%
2023-11-10,12.1400,10.8000,0.12407407,12.40740741%
2023-11-13,12.0400,10.8100,0.11378353,11.37835338%
2023-11-14,12.0900,10.9000,0.10917431,10.91743119%
2023-11-15,12.1900,10.8800,0.12040441,12.04044118%
2023-11-16,12.2100,10.9100,0.11915674,11.91567369%
2023-11-17,12.2900,10.9200,0.12545788,12.54578755%
2023-11-20,12.2500,10.9500,0.11872146,11.87214612%
2023-11-21,12.1400,10.9600,0.10766423,10.76642336%
2023-11-22,12.1750,10.9700,0.10984503,10.98450319%
2023-11-24,12.2100,10.9800,0.11202186,11.20218579%
2023-11-27,12.2000,11.0100,0.10808356,10.80835604%
2023-11-28,12.2100,11.0600,0.10397830,10.39783002%
2023-11-29,12.2300,11.1100,0.10081008,10.08100810%
2023-11-30,12.2500,11.2000,0.09375000,9.37500000%
2023-12-01,12.4000,11.2600,0.10124334,10.12433393%
2023-12-04,12.4600,11.2600,0.10657194,10.65719361%
2023-12-05,12.6600,11.2800,0.12234043,12.23404255%
2023-12-06,12.5700,11.3000,0.11238938,11.23893805%
2023-12-07,12.5300,11.3100,0.10786914,10.78691424%
2023-12-08,12.4300,11.2500,0.10488889,10.48888889%
2023-12-11,12.1900,11.2400,0.08451957,8.45195730%
2023-12-12,12.0500,11.2600,0.07015986,7.01598579%
2023-12-13,12.1800,11.3500,0.07312775,7.31277533%
2023-12-14,12.4800,11.4200,0.09281961,9.28196147%
2023-12-15,12.4400,11.4400,0.08741259,8.74125874%
2023-12-18,12.2000,11.4500,0.06550218,6.55021834%
2023-12-19,12.1800,11.4700,0.06190061,6.19006103%
2023-12-20,12.2600,11.5100,0.06516073,6.51607298%
2023-12-21,12.1600,11.5200,0.05555556,5.55555556%
2023-12-22,12.2700,11.5300,0.06418040,6.41803990%
2023-12-26,12.3300,11.5300,0.06938422,6.93842151%
2023-12-27,12.3300,11.5800,0.06476684,6.47668394%
2023-12-28,12.2900,11.5800,0.06131261,6.13126079%
2023-12-29,12.4100,11.5700,0.07260156,7.26015557%
2024-01-02,12.3700,11.5400,0.07192374,7.19237435%
2024-01-03,12.5000,11.5100,0.08601216,8.60121633%
2024-01-04,12.5300,11.5000,0.08956522,8.95652174%
2024-01-05,12.5700,11.5000,0.09304348,9.30434783%
2024-01-08,12.6800,11.4700,0.10549259,10.54925894%
2024-01-09,12.6300,11.4700,0.10113339,10.11333915%
2024-01-10,12.7300,11.4900,0.10791993,10.79199304%
2024-01-11,12.6200,11.4100,0.10604733,10.60473269%
2024-01-12,12.9500,11.4500,0.13100437,13.10043668%
2024-01-16,12.8900,11.4200,0.12872154,12.87215412%
2024-01-17,12.8200,11.4100,0.12357581,12.35758107%
2024-01-18,12.8200,11.4100,0.12357581,12.35758107%
2024-01-19,12.7900,11.4200,0.11996497,11.99649737%
2024-01-22,12.8000,11.4400,0.11888112,11.88811189%
2024-01-23,12.8500,11.4700,0.12031386,12.03138622%
2024-01-24,12.9100,11.4700,0.12554490,12.55448997%
2024-01-25,12.9800,11.5000,0.12869565,12.86956522%
2024-01-26,13.0500,11.5200,0.13281250,13.28125000%
2024-01-29,13.1200,11.5500,0.13593074,13.59307359%
2024-01-30,13.2300,11.5500,0.14545455,14.54545455%
2024-01-31,13.2600,11.5800,0.14507772,14.50777202%
2024-02-01,13.4600,11.6100,0.15934539,15.93453919%
2024-02-02,13.4700,11.5800,0.16321244,16.32124352%
2024-02-05,13.4800,11.5400,0.16811092,16.81109185%
2024-02-06,13.5100,11.5600,0.16868512,16.86851211%
2024-02-07,13.5100,11.5600,0.16868512,16.86851211%
2024-02-08,13.3900,11.5800,0.15630397,15.63039724%
2024-02-09,13.3200,11.4800,0.16027875,16.02787456%
2024-02-12,13.3200,11.4900,0.15926893,15.92689295%
2024-02-13,13.2900,11.4300,0.16272966,16.27296588%
2024-02-14,13.2800,11.4500,0.15982533,15.98253275%
2024-02-15,13.3400,11.4900,0.16100957,16.10095735%
2024-02-16,13.3800,11.4900,0.16449086,16.44908616%
2024-02-20,13.4000,11.5300,0.16218560,16.21856028%
2024-02-21,13.4300,11.5100,0.16681147,16.68114683%
2024-02-22,13.4400,11.5300,0.16565481,16.56548135%
2024-02-23,13.4700,11.5700,0.16421780,16.42178047%
2024-02-26,13.4100,11.5700,0.15903198,15.90319793%
2024-02-27,13.4100,11.5600,0.16003460,16.00346021%
2024-02-28,13.4200,11.5700,0.15989628,15.98962835%
2024-02-29,13.4400,11.5900,0.15962036,15.96203624%
2024-03-01,13.4800,11.6200,0.16006885,16.00688468%
2024-03-04,13.4900,11.6200,0.16092943,16.09294320%
2024-03-05,13.4900,11.6400,0.15893471,15.89347079%
2024-03-06,13.5400,11.6600,0.16123499,16.12349914%
2024-03-07,13.5500,11.6800,0.16010274,16.01027397%
2024-03-08,13.4700,11.5800,0.16321244,16.32124352%
2024-03-11,13.4500,11.5700,0.16248920,16.24891962%
2024-03-12,13.5600,11.5800,0.17098446,17.09844560%
2024-03-13,13.7300,11.5800,0.18566494,18.56649396%
2024-03-14,13.6600,11.5600,0.18166090,18.16608997%
2024-03-15,13.6700,11.5500,0.18354978,18.35497835%
2024-03-18,13.6700,11.5600,0.18252595,18.25259516%
2024-03-19,13.6700,11.5900,0.17946506,17.94650561%
2024-03-20,13.7000,11.6100,0.18001723,18.00172265%
2024-03-21,13.7800,11.6200,0.18588640,18.58864028%
2024-03-22,13.8300,11.6400,0.18814433,18.81443299%
2024-03-25,13.8500,11.6200,0.19191050,19.19104991%
2024-03-26,13.8700,11.6300,0.19260533,19.26053310%
2024-03-27,13.9300,11.6400,0.19673540,19.67353952%
2024-03-28,13.9700,11.6600,0.19811321,19.81132075%
2024-04-01,13.9700,11.6400,0.20017182,20.01718213%
2024-04-02,13.9900,11.6300,0.20292347,20.29234738%
2024-04-03,14.0300,11.6300,0.20636285,20.63628547%
2024-04-04,14.1000,11.6500,0.21030043,21.03004292%
2024-04-05,14.1700,11.6400,0.21735395,21.73539519%
2024-04-08,14.2100,11.6400,0.22079038,22.07903780%
2024-04-09,14.2000,11.6600,0.21783877,21.78387650%
2024-04-10,13.8800,11.6600,0.19039451,19.03945111%
2024-04-11,13.5100,11.4600,0.17888307,17.88830716%
2024-04-12,13.3700,11.4200,0.17075306,17.07530648%
2024-04-15,12.7800,11.3900,0.12203687,12.20368745%
2024-04-16,12.7200,11.3500,0.12070485,12.07048458%
2024-04-17,12.8300,11.3800,0.12741652,12.74165202%
2024-04-18,12.8300,11.3800,0.12741652,12.74165202%
2024-04-19,12.8500,11.4000,0.12719298,12.71929825%
2024-04-22,12.8000,11.4100,0.12182296,12.18229623%
2024-04-23,12.7500,11.4500,0.11353712,11.35371179%
2024-04-24,12.6400,11.4800,0.10104530,10.10452962%
2024-04-25,12.4600,11.4500,0.08820961,8.82096070%
2024-04-26,12.6500,11.4700,0.10287707,10.28770706%
2024-04-29,12.7700,11.5200,0.10850694,10.85069444%
2024-04-30,12.7200,11.4700,0.10897995,10.89799477%
2024-05-01,12.7000,11.4800,0.10627178,10.62717770%
2024-05-02,12.7700,11.5400,0.10658579,10.65857886%
2024-05-03,12.9000,11.5400,0.11785095,11.78509532%
2024-05-06,12.9500,11.5500,0.12121212,12.12121212%
2024-05-07,12.8700,11.5500,0.11428571,11.42857143%
2024-05-08,12.7500,11.5400,0.10485269,10.48526863%
2024-05-09,12.7500,11.5400,0.10485269,10.48526863%
2024-05-10,12.6200,11.4200,0.10507881,10.50788091%
2024-05-13,12.6500,11.4300,0.10673666,10.67366579%
2024-05-14,12.6100,11.4400,0.10227273,10.22727273%
2024-05-15,12.7800,11.4900,0.11227154,11.22715405%
2024-05-16,12.7900,11.4800,0.11411150,11.41114983%
2024-05-17,12.8100,11.4800,0.11585366,11.58536585%
2024-05-20,12.8900,11.4800,0.12282230,12.28222997%
2024-05-21,12.9500,11.4800,0.12804878,12.80487805%
2024-05-22,12.9800,11.4600,0.13263525,13.26352531%
2024-05-23,12.9100,11.4400,0.12849650,12.84965035%
2024-05-24,12.9200,11.4500,0.12838428,12.83842795%
2024-05-28,12.9200,11.4500,0.12838428,12.83842795%
2024-05-29,12.9100,11.4200,0.13047285,13.04728546%
2024-05-30,12.9200,11.4500,0.12838428,12.83842795%
2024-05-31,13.1000,11.4400,0.14510490,14.51048951%
2024-06-03,13.2300,11.4600,0.15445026,15.44502618%
2024-06-04,13.2700,11.4600,0.15794066,15.79406632%
2024-06-05,13.2800,11.4800,0.15679443,15.67944251%
2024-06-06,13.3300,11.4900,0.16013925,16.01392515%
2024-06-07,13.3200,11.4500,0.16331878,16.33187773%
2024-06-10,13.3300,11.4600,0.16317627,16.31762653%
2024-06-11,13.2500,11.4600,0.15619546,15.61954625%
2024-06-12,13.2400,11.5000,0.15130435,15.13043478%
2024-06-13,13.1600,11.5000,0.14434783,14.43478261%
2024-06-14,13.1500,11.3900,0.15452151,15.45215101%
2024-06-17,13.0800,11.3600,0.15140845,15.14084507%
2024-06-18,13.1200,11.3900,0.15188762,15.18876207%
2024-06-20,13.0800,11.3800,0.14938489,14.93848858%
2024-06-21,13.1000,11.3800,0.15114236,15.11423550%
2024-06-24,13.1000,11.3900,0.15013169,15.01316945%
2024-06-25,13.1700,11.3800,0.15729350,15.72934974%
2024-06-26,13.1900,11.3700,0.16007036,16.00703606%
2024-06-27,13.2000,11.3800,0.15992970,15.99297012%
2024-06-28,13.2100,11.4000,0.15877193,15.87719298%
2024-07-01,13.2500,11.3800,0.16432337,16.43233743%
2024-07-02,13.3100,11.3800,0.16959578,16.95957821%
2024-07-03,13.3000,11.4100,0.16564417,16.56441718%
2024-07-05,13.3700,11.4400,0.16870629,16.87062937%
2024-07-08,13.4700,11.4400,0.17744755,17.74475524%
2024-07-09,13.5000,11.4400,0.18006993,18.00699301%
2024-07-10,13.5400,11.4500,0.18253275,18.25327511%
2024-07-11,13.4000,11.3900,0.17647059,17.64705882%
2024-07-12,13.4300,11.4100,0.17703769,17.70376862%
2024-07-15,13.3700,11.4000,0.17280702,17.28070175%
2024-07-16,13.3900,11.4300,0.17147857,17.14785652%
2024-07-17,13.4100,11.4300,0.17322835,17.32283465%
2024-07-18,13.4300,11.4300,0.17497813,17.49781277%
2024-07-19,13.4500,11.4200,0.17775832,17.77583187%
2024-07-22,13.4800,11.4300,0.17935258,17.93525809%
2024-07-23,13.5100,11.4500,0.17991266,17.99126638%
2024-07-24,13.5800,11.4500,0.18602620,18.60262009%
2024-07-25,13.6000,11.4500,0.18777293,18.77729258%
2024-07-26,13.6400,11.4800,0.18815331,18.81533101%
2024-07-29,13.6600,11.4900,0.18885988,18.88598782%
2024-07-30,13.7100,11.5000,0.19217391,19.21739130%
2024-07-31,13.7400,11.5800,0.18652850,18.65284974%
2024-08-01,13.9100,11.5900,0.20017256,20.01725626%
2024-08-02,13.7900,11.6300,0.18572657,18.57265692%
2024-08-05,13.0800,11.5800,0.12953368,12.95336788%
2024-08-06,13.2200,11.5900,0.14063848,14.06384814%
2024-08-07,13.2400,11.6100,0.14039621,14.03962102%
2024-08-08,13.2500,11.6200,0.14027539,14.02753873%
2024-08-09,13.3000,11.6300,0.14359415,14.35941531%
2024-08-12,13.2500,11.5400,0.14818024,14.81802426%
2024-08-13,13.2200,11.5700,0.14261020,14.26101988%
2024-08-14,13.1700,11.6700,0.12853470,12.85347044%
2024-08-15,13.2300,11.6700,0.13367609,13.36760925%
2024-08-16,13.2600,11.6900,0.13430282,13.43028229%
2024-08-19,13.2700,11.6800,0.13613014,13.61301370%
2024-08-20,13.3000,11.6900,0.13772455,13.77245509%
2024-08-21,13.3000,11.7000,0.13675214,13.67521368%
2024-08-22,13.3300,11.6900,0.14029085,14.02908469%
2024-08-23,13.4000,11.7400,0.14139693,14.13969336%
2024-08-26,13.4400,11.7400,0.14480409,14.48040886%
2024-08-27,13.4600,11.7400,0.14650767,14.65076661%
2024-08-28,13.4100,11.7400,0.14224872,14.22487223%
2024-08-29,13.4400,11.7300,0.14578005,14.57800512%
2024-08-30,13.4600,11.7400,0.14650767,14.65076661%
2024-09-03,13.4800,11.7400,0.14821124,14.82112436%
2024-09-04,13.5200,11.7800,0.14770798,14.77079796%
2024-09-05,13.5600,11.8100,0.14817951,14.81795089%
2024-09-06,13.7000,11.8200,0.15905245,15.90524535%
2024-09-09,13.7100,11.8300,0.15891801,15.89180051%
2024-09-10,13.7900,11.8700,0.16175232,16.17523168%
2024-09-11,13.8200,11.8600,0.16526138,16.52613828%
2024-09-12,13.8300,11.8800,0.16414141,16.41414141%
2024-09-13,13.7500,11.8800,0.15740741,15.74074074%
2024-09-16,13.7100,11.8300,0.15891801,15.89180051%
2024-09-17,13.7800,11.8300,0.16483516,16.48351648%
2024-09-18,13.8000,11.8400,0.16554054,16.55405405%
2024-09-19,13.8300,11.8800,0.16414141,16.41414141%
2024-09-20,13.9200,11.8800,0.17171717,17.17171717%
2024-09-23,14.1100,11.8700,0.18871104,18.87110362%
2024-09-24,14.1400,11.8900,0.18923465,18.92346510%
2024-09-25,14.1600,11.8900,0.19091674,19.09167368%
2024-09-26,14.1700,11.9000,0.19075630,19.07563025%
2024-09-27,14.1800,11.9600,0.18561873,18.56187291%
2024-09-30,14.1900,11.9700,0.18546366,18.54636591%
2024-10-01,14.2100,11.9800,0.18614357,18.61435726%
2024-10-02,14.2250,11.9800,0.18739566,18.73956594%
2024-10-03,14.2400,11.9800,0.18864775,18.86477462%
2024-10-04,14.3000,11.9600,0.19565217,19.56521739%
2024-10-07,14.1000,11.9500,0.17991632,17.99163180%
2024-10-08,14.1200,11.9600,0.18060201,18.06020067%
2024-10-09,14.1000,11.9600,0.17892977,17.89297659%
