Z-Score Calculation Summary
====================================================================================================
Ticker: GAB
NAV Symbol: XGABX
Start Date: 2022-12-22
End Date: 2025-12-22
Data Points: 751
Current Premium/Discount: 9.20353982% (0.092035)
Average Premium/Discount: 4.50892050% (0.045089)
STDEV.P: 3.81880137% (0.038188)
Z-Score: 1.22934368

====================================================================================================
Daily Price and NAV Data (3-Year Window)
====================================================================================================
Date,Price,NAV,Premium/Discount (Decimal),Premium/Discount (%)
2024-09-03,5.5000,5.4600,0.00732601,0.73260073%
2024-09-04,5.5500,5.4600,0.01648352,1.64835165%
2024-09-05,5.5400,5.4100,0.02402957,2.40295749%
2024-09-06,5.4500,5.3200,0.02443609,2.44360902%
2024-09-09,5.5300,5.3700,0.02979516,2.97951583%
2024-09-10,5.5200,5.3600,0.02985075,2.98507463%
2024-09-11,5.5100,5.3700,0.02607076,2.60707635%
2024-09-12,5.5200,5.4100,0.02033272,2.03327172%
2024-09-13,5.4900,5.4700,0.00365631,0.36563071%
2024-09-16,5.3600,5.3600,0.00000000,0.00000000%
2024-09-17,5.3800,5.3900,-0.00185529,-0.18552876%
2024-09-18,5.4100,5.3700,0.00744879,0.74487896%
2024-09-19,5.4600,5.4700,-0.00182815,-0.18281536%
2024-09-20,5.5000,5.4300,0.01289134,1.28913444%
2024-09-23,5.5600,5.4500,0.02018349,2.01834862%
2024-09-24,5.4900,5.4700,0.00365631,0.36563071%
2024-09-25,5.4500,5.4400,0.00183824,0.18382353%
2024-09-26,5.4400,5.4900,-0.00910747,-0.91074681%
2024-09-27,5.4700,5.5100,-0.00725953,-0.72595281%
2024-09-30,5.4900,5.5100,-0.00362976,-0.36297641%
2024-10-01,5.4600,5.4800,-0.00364964,-0.36496350%
2024-10-02,5.4700,5.4700,0.00000000,0.00000000%
2024-10-03,5.3800,5.4300,-0.00920810,-0.92081031%
2024-10-04,5.4400,5.4800,-0.00729927,-0.72992701%
2024-10-07,5.3800,5.4400,-0.01102941,-1.10294118%
2024-10-08,5.3900,5.4400,-0.00919118,-0.91911765%
2024-10-09,5.4300,5.4800,-0.00912409,-0.91240876%
2024-10-10,5.4000,5.4600,-0.01098901,-1.09890110%
2024-10-11,5.4400,5.5300,-0.01627486,-1.62748644%
2024-10-14,5.4700,5.5600,-0.01618705,-1.61870504%
2024-10-15,5.4600,5.5400,-0.01444043,-1.44404332%
2024-10-16,5.4700,5.5900,-0.02146691,-2.14669052%
2024-10-17,5.4400,5.6000,-0.02857143,-2.85714286%
2024-10-18,5.5000,5.6000,-0.01785714,-1.78571429%
2024-10-21,5.4900,5.5400,-0.00902527,-0.90252708%
2024-10-22,5.4600,5.5100,-0.00907441,-0.90744102%
2024-10-23,5.4000,5.4900,-0.01639344,-1.63934426%
2024-10-24,5.4300,5.4600,-0.00549451,-0.54945055%
2024-10-25,5.3900,5.4300,-0.00736648,-0.73664825%
2024-10-28,5.4100,5.4800,-0.01277372,-1.27737226%
2024-10-29,5.4200,5.4600,-0.00732601,-0.73260073%
2024-10-30,5.4400,5.4500,-0.00183486,-0.18348624%
2024-10-31,5.3700,5.4500,-0.01467890,-1.46788991%
2024-11-01,5.3800,5.4000,-0.00370370,-0.37037037%
2024-11-04,5.3600,5.4000,-0.00740741,-0.74074074%
2024-11-05,5.4400,5.4700,-0.00548446,-0.54844607%
2024-11-06,5.5500,5.6700,-0.02116402,-2.11640212%
2024-11-07,5.5600,5.6400,-0.01418440,-1.41843972%
2024-11-08,5.5800,5.6600,-0.01413428,-1.41342756%
2024-11-11,5.6200,5.7100,-0.01576182,-1.57618214%
2024-11-12,5.5700,5.6400,-0.01241135,-1.24113475%
2024-11-13,5.5800,5.6300,-0.00888099,-0.88809947%
2024-11-14,5.5100,5.5900,-0.01431127,-1.43112701%
2024-11-15,5.5100,5.5500,-0.00720721,-0.72072072%
2024-11-18,5.5600,5.5700,-0.00179533,-0.17953321%
2024-11-19,5.5600,5.5700,-0.00179533,-0.17953321%
2024-11-20,5.5600,5.5700,-0.00179533,-0.17953321%
2024-11-21,5.6200,5.6600,-0.00706714,-0.70671378%
2024-11-22,5.6900,5.7300,-0.00698080,-0.69808028%
2024-11-25,5.7500,5.7800,-0.00519031,-0.51903114%
2024-11-26,5.7700,5.7700,0.00000000,0.00000000%
2024-11-27,5.7700,5.7700,0.00000000,0.00000000%
2024-11-29,5.7900,5.8000,-0.00172414,-0.17241379%
2024-12-02,5.7900,5.7900,0.00000000,0.00000000%
2024-12-03,5.8200,5.7600,0.01041667,1.04166667%
2024-12-04,5.7900,5.7600,0.00520833,0.52083333%
2024-12-05,5.8200,5.7400,0.01393728,1.39372822%
2024-12-06,5.8300,5.7400,0.01567944,1.56794425%
2024-12-09,5.7900,5.7000,0.01578947,1.57894737%
2024-12-10,5.7500,5.6800,0.01232394,1.23239437%
2024-12-11,5.7800,5.7000,0.01403509,1.40350877%
2024-12-12,5.7600,5.6700,0.01587302,1.58730159%
2024-12-13,5.5900,5.4900,0.01821494,1.82149362%
2024-12-16,5.5000,5.4800,0.00364964,0.36496350%
2024-12-17,5.5400,5.4200,0.02214022,2.21402214%
2024-12-18,5.3600,5.2300,0.02485660,2.48565966%
2024-12-19,5.3600,5.2200,0.02681992,2.68199234%
2024-12-20,5.5000,5.2000,0.05769231,5.76923077%
2024-12-23,5.4300,5.2600,0.03231939,3.23193916%
2024-12-24,5.4200,5.3100,0.02071563,2.07156309%
2024-12-26,5.4500,5.3200,0.02443609,2.44360902%
2024-12-27,5.3700,5.2800,0.01704545,1.70454545%
2024-12-30,5.3800,5.2300,0.02868069,2.86806883%
2024-12-31,5.3800,5.2400,0.02671756,2.67175573%
2025-01-02,5.3700,5.2200,0.02873563,2.87356322%
2025-01-03,5.4200,5.2600,0.03041825,3.04182510%
2025-01-06,5.3900,5.2600,0.02471483,2.47148289%
2025-01-07,5.3700,5.2300,0.02676864,2.67686424%
2025-01-08,5.3800,5.2300,0.02868069,2.86806883%
2025-01-10,5.3800,5.1300,0.04873294,4.87329435%
2025-01-13,5.3600,5.1800,0.03474903,3.47490347%
2025-01-14,5.3600,5.2200,0.02681992,2.68199234%
2025-01-15,5.4400,5.2900,0.02835539,2.83553875%
2025-01-16,5.4400,5.3300,0.02063790,2.06378987%
2025-01-17,5.5000,5.3800,0.02230483,2.23048327%
2025-01-21,5.5400,5.4600,0.01465201,1.46520147%
2025-01-22,5.5100,5.4500,0.01100917,1.10091743%
2025-01-23,5.5300,5.4900,0.00728597,0.72859745%
2025-01-24,5.6500,5.4900,0.02914390,2.91438980%
2025-01-27,5.6500,5.4700,0.03290676,3.29067642%
2025-01-28,5.6300,5.4500,0.03302752,3.30275229%
2025-01-29,5.5400,5.4400,0.01838235,1.83823529%
2025-01-30,5.5800,5.5200,0.01086957,1.08695652%
2025-01-31,5.5300,5.4800,0.00912409,0.91240876%
2025-02-03,5.5100,5.4400,0.01286765,1.28676471%
2025-02-04,5.5100,5.4400,0.01286765,1.28676471%
2025-02-05,5.5700,5.4800,0.01642336,1.64233577%
2025-02-06,5.5600,5.4900,0.01275046,1.27504554%
2025-02-07,5.5300,5.4600,0.01282051,1.28205128%
2025-02-10,5.5400,5.4700,0.01279707,1.27970750%
2025-02-11,5.5500,5.4900,0.01092896,1.09289617%
2025-02-12,5.5500,5.4700,0.01462523,1.46252285%
2025-02-13,5.5600,5.5300,0.00542495,0.54249548%
2025-02-14,5.5500,5.5200,0.00543478,0.54347826%
2025-02-18,5.5900,5.5600,0.00539568,0.53956835%
2025-02-19,5.6400,5.5700,0.01256732,1.25673250%
2025-02-20,5.6100,5.5400,0.01263538,1.26353791%
2025-02-21,5.5500,5.4600,0.01648352,1.64835165%
2025-02-24,5.5400,5.4600,0.01465201,1.46520147%
2025-02-25,5.5500,5.4700,0.01462523,1.46252285%
2025-02-26,5.5300,5.4500,0.01467890,1.46788991%
2025-02-27,5.4700,5.4300,0.00736648,0.73664825%
2025-02-28,5.5700,5.5200,0.00905797,0.90579710%
2025-03-03,5.5500,5.4500,0.01834862,1.83486239%
2025-03-04,5.5300,5.3400,0.03558052,3.55805243%
2025-03-05,5.5900,5.4200,0.03136531,3.13653137%
2025-03-06,5.5700,5.3700,0.03724395,3.72439479%
2025-03-07,5.6000,5.4000,0.03703704,3.70370370%
2025-03-10,5.4600,5.2900,0.03213611,3.21361059%
2025-03-11,5.5300,5.2400,0.05534351,5.53435115%
2025-03-12,5.5100,5.2200,0.05555556,5.55555556%
2025-03-13,5.4600,5.2200,0.04597701,4.59770115%
2025-03-14,5.4900,5.2600,0.04372624,4.37262357%
2025-03-17,5.3900,5.1900,0.03853565,3.85356455%
2025-03-18,5.3700,5.1600,0.04069767,4.06976744%
2025-03-19,5.4300,5.2100,0.04222649,4.22264875%
2025-03-20,5.4900,5.1900,0.05780347,5.78034682%
2025-03-21,5.6000,5.1600,0.08527132,8.52713178%
2025-03-24,5.6700,5.2500,0.08000000,8.00000000%
2025-03-25,5.5700,5.2600,0.05893536,5.89353612%
2025-03-26,5.5300,5.2400,0.05534351,5.53435115%
2025-03-27,5.5400,5.2300,0.05927342,5.92734226%
2025-03-28,5.5000,5.1300,0.07212476,7.21247563%
2025-03-31,5.5100,5.1500,0.06990291,6.99029126%
2025-04-01,5.4800,5.1700,0.05996132,5.99613153%
2025-04-02,5.5000,5.2100,0.05566219,5.56621881%
2025-04-03,5.3600,4.9700,0.07847082,7.84708249%
2025-04-04,5.0500,4.7200,0.06991525,6.99152542%
2025-04-07,5.0000,4.5500,0.09890110,9.89010989%
2025-04-08,4.9700,4.5000,0.10444444,10.44444444%
2025-04-09,5.3300,4.8700,0.09445585,9.44558522%
2025-04-10,5.1600,4.7600,0.08403361,8.40336134%
2025-04-11,5.2300,4.8300,0.08281573,8.28157350%
2025-04-14,5.3000,4.9000,0.08163265,8.16326531%
2025-04-15,5.3200,4.8900,0.08793456,8.79345603%
2025-04-16,5.2100,4.8200,0.08091286,8.09128631%
2025-04-17,5.2700,4.8600,0.08436214,8.43621399%
2025-04-21,5.1700,4.7600,0.08613445,8.61344538%
2025-04-22,5.2700,4.8700,0.08213552,8.21355236%
2025-04-23,5.3000,4.9200,0.07723577,7.72357724%
2025-04-24,5.3600,5.0100,0.06986028,6.98602794%
2025-04-25,5.3900,5.0100,0.07584830,7.58483034%
2025-04-28,5.4300,5.0400,0.07738095,7.73809524%
2025-04-29,5.5000,5.0700,0.08481262,8.48126233%
2025-04-30,5.4800,5.0900,0.07662083,7.66208251%
2025-05-01,5.5100,5.1000,0.08039216,8.03921569%
2025-05-02,5.6100,5.1900,0.08092486,8.09248555%
2025-05-05,5.5500,5.1700,0.07350097,7.35009671%
2025-05-06,5.5500,5.1500,0.07766990,7.76699029%
2025-05-07,5.5700,5.1600,0.07945736,7.94573643%
2025-05-08,5.5700,5.2100,0.06909789,6.90978887%
2025-05-09,5.5900,5.2300,0.06883365,6.88336520%
2025-05-12,5.7300,5.3400,0.07303371,7.30337079%
2025-05-13,5.7400,5.3500,0.07289720,7.28971963%
2025-05-14,5.7100,5.3300,0.07129456,7.12945591%
2025-05-15,5.7700,5.3900,0.07050093,7.05009276%
2025-05-16,5.7500,5.4400,0.05698529,5.69852941%
2025-05-19,5.7700,5.4500,0.05871560,5.87155963%
2025-05-20,5.7700,5.4400,0.06066176,6.06617647%
2025-05-21,5.7100,5.3400,0.06928839,6.92883895%
2025-05-22,5.7000,5.3200,0.07142857,7.14285714%
2025-05-23,5.7200,5.3100,0.07721281,7.72128060%
2025-05-27,5.7900,5.4100,0.07024030,7.02402957%
2025-05-28,5.7200,5.3600,0.06716418,6.71641791%
2025-05-29,5.7700,5.3800,0.07249071,7.24907063%
2025-05-30,5.7600,5.3900,0.06864564,6.86456401%
2025-06-02,5.7700,5.3900,0.07050093,7.05009276%
2025-06-03,5.7900,5.4200,0.06826568,6.82656827%
2025-06-04,5.7800,5.4100,0.06839187,6.83918669%
2025-06-05,5.7800,5.4000,0.07037037,7.03703704%
2025-06-06,5.7900,5.4500,0.06238532,6.23853211%
2025-06-09,5.8300,5.4600,0.06776557,6.77655678%
2025-06-10,5.8700,5.4800,0.07116788,7.11678832%
2025-06-11,5.8600,5.4700,0.07129799,7.12979890%
2025-06-12,5.8600,5.4800,0.06934307,6.93430657%
2025-06-16,5.6100,5.2900,0.06049149,6.04914934%
2025-06-17,5.5700,5.2300,0.06500956,6.50095602%
2025-06-18,5.6200,5.2300,0.07456979,7.45697897%
2025-06-20,5.7000,5.2400,0.08778626,8.77862595%
2025-06-23,5.7600,5.2900,0.08884688,8.88468809%
2025-06-24,5.7200,5.3600,0.06716418,6.71641791%
2025-06-25,5.7300,5.3100,0.07909605,7.90960452%
2025-06-26,5.7500,5.3600,0.07276119,7.27611940%
2025-06-27,5.7800,5.3900,0.07235622,7.23562152%
2025-06-30,5.8200,5.4100,0.07578558,7.57855823%
2025-07-01,5.8600,5.4700,0.07129799,7.12979890%
2025-07-02,5.9000,5.5000,0.07272727,7.27272727%
2025-07-03,5.9300,5.5400,0.07039711,7.03971119%
2025-07-07,5.8800,5.4800,0.07299270,7.29927007%
2025-07-08,5.8800,5.4800,0.07299270,7.29927007%
2025-07-09,5.9100,5.5100,0.07259528,7.25952813%
2025-07-10,5.9200,5.5400,0.06859206,6.85920578%
2025-07-11,5.9000,5.4900,0.07468124,7.46812386%
2025-07-14,5.8900,5.5000,0.07090909,7.09090909%
2025-07-15,5.8100,5.4200,0.07195572,7.19557196%
2025-07-16,5.8500,5.4500,0.07339450,7.33944954%
2025-07-17,5.8900,5.5000,0.07090909,7.09090909%
2025-07-18,5.9100,5.4800,0.07846715,7.84671533%
2025-07-21,5.8900,5.4600,0.07875458,7.87545788%
2025-07-22,5.9300,5.5200,0.07427536,7.42753623%
2025-07-23,5.9200,5.5700,0.06283662,6.28366248%
2025-07-24,5.9400,5.5600,0.06834532,6.83453237%
2025-07-25,5.9600,5.5800,0.06810036,6.81003584%
2025-07-28,5.9200,5.5400,0.06859206,6.85920578%
2025-07-29,5.9000,5.5300,0.06690778,6.69077758%
2025-07-30,5.8600,5.4800,0.06934307,6.93430657%
2025-07-31,5.8200,5.4900,0.06010929,6.01092896%
2025-08-01,5.8200,5.4200,0.07380074,7.38007380%
2025-08-04,5.8800,5.4900,0.07103825,7.10382514%
2025-08-05,5.8600,5.4900,0.06739526,6.73952641%
2025-08-06,5.8900,5.5100,0.06896552,6.89655172%
2025-08-07,5.9300,5.4900,0.08014572,8.01457195%
2025-08-08,5.9000,5.5000,0.07272727,7.27272727%
2025-08-11,5.8900,5.5100,0.06896552,6.89655172%
2025-08-12,5.9500,5.6000,0.06250000,6.25000000%
2025-08-13,5.9800,5.6600,0.05653710,5.65371025%
2025-08-14,5.9900,5.6100,0.06773619,6.77361854%
2025-08-15,5.9600,5.5900,0.06618962,6.61896243%
2025-08-18,5.9800,5.5900,0.06976744,6.97674419%
2025-08-19,6.0000,5.6100,0.06951872,6.95187166%
2025-08-20,5.9900,5.6200,0.06583630,6.58362989%
2025-08-21,5.9400,5.6000,0.06071429,6.07142857%
2025-08-22,6.0000,5.7200,0.04895105,4.89510490%
2025-08-25,6.0000,5.6700,0.05820106,5.82010582%
2025-08-26,6.0300,5.7000,0.05789474,5.78947368%
2025-08-27,6.0400,5.7200,0.05594406,5.59440559%
2025-08-28,6.0400,5.7200,0.05594406,5.59440559%
2025-08-29,6.1100,5.7000,0.07192982,7.19298246%
2025-09-02,6.1000,5.6700,0.07583774,7.58377425%
2025-09-03,6.1050,5.6500,0.08053097,8.05309735%
2025-09-04,6.1600,5.7000,0.08070175,8.07017544%
2025-09-05,6.1400,5.7000,0.07719298,7.71929825%
2025-09-08,6.1500,5.7200,0.07517483,7.51748252%
2025-09-09,6.1600,5.6900,0.08260105,8.26010545%
2025-09-10,6.1600,5.6900,0.08260105,8.26010545%
2025-09-11,6.2700,5.7900,0.08290155,8.29015544%
2025-09-12,6.2900,5.7400,0.09581882,9.58188153%
2025-09-15,6.3200,5.7400,0.10104530,10.10452962%
2025-09-16,6.0700,5.5700,0.08976661,8.97666068%
2025-09-17,6.0800,5.5800,0.08960573,8.96057348%
2025-09-18,6.0900,5.6100,0.08556150,8.55614973%
2025-09-19,6.0900,5.5900,0.08944544,8.94454383%
2025-09-22,6.1900,5.5800,0.10931900,10.93189964%
2025-09-23,6.2400,5.5900,0.11627907,11.62790698%
2025-09-24,6.1800,5.5500,0.11351351,11.35135135%
2025-09-25,6.1000,5.5200,0.10507246,10.50724638%
2025-09-26,6.1300,5.5700,0.10053860,10.05385996%
2025-09-29,6.1100,5.5800,0.09498208,9.49820789%
2025-09-30,6.0900,5.6100,0.08556150,8.55614973%
2025-10-01,6.1500,5.6000,0.09821429,9.82142857%
2025-10-02,6.1500,5.6000,0.09821429,9.82142857%
2025-10-03,6.1700,5.6100,0.09982175,9.98217469%
2025-10-06,6.1000,5.6000,0.08928571,8.92857143%
2025-10-07,6.0700,5.5500,0.09369369,9.36936937%
2025-10-08,6.0800,5.5700,0.09156194,9.15619390%
2025-10-09,6.0000,5.5100,0.08892922,8.89292196%
2025-10-10,5.8600,5.4000,0.08518519,8.51851852%
2025-10-13,5.9400,5.4500,0.08990826,8.99082569%
2025-10-14,5.9900,5.5200,0.08514493,8.51449275%
2025-10-15,6.0000,5.5300,0.08499096,8.49909584%
2025-10-16,5.9200,5.4900,0.07832423,7.83242259%
2025-10-17,5.9200,5.5100,0.07441016,7.44101633%
2025-10-20,6.0200,5.5800,0.07885305,7.88530466%
2025-10-21,6.0000,5.6000,0.07142857,7.14285714%
2025-10-22,5.9800,5.5600,0.07553957,7.55395683%
2025-10-23,6.0100,5.6000,0.07321429,7.32142857%
2025-10-24,6.0700,5.6100,0.08199643,8.19964349%
2025-10-27,6.1000,5.6200,0.08540925,8.54092527%
2025-10-28,6.0200,5.5900,0.07692308,7.69230769%
2025-10-29,6.0000,5.5500,0.08108108,8.10810811%
2025-10-30,6.0400,5.5600,0.08633094,8.63309353%
2025-10-31,6.0900,5.5600,0.09532374,9.53237410%
2025-11-03,6.0600,5.5400,0.09386282,9.38628159%
2025-11-04,5.9800,5.5200,0.08333333,8.33333333%
2025-11-05,5.9600,5.5800,0.06810036,6.81003584%
2025-11-06,6.0000,5.5200,0.08695652,8.69565217%
2025-11-07,5.9600,5.5700,0.07001795,7.00179533%
2025-11-10,6.0600,5.6100,0.08021390,8.02139037%
2025-11-11,6.0400,5.6500,0.06902655,6.90265487%
2025-11-12,6.0500,5.6600,0.06890459,6.89045936%
2025-11-13,6.0100,5.5800,0.07706093,7.70609319%
2025-11-14,6.0500,5.5500,0.09009009,9.00900901%
2025-11-17,5.9900,5.4500,0.09908257,9.90825688%
2025-11-18,5.9900,5.4400,0.10110294,10.11029412%
2025-11-19,5.9700,5.4400,0.09742647,9.74264706%
2025-11-20,5.9100,5.3900,0.09647495,9.64749536%
2025-11-21,6.0100,5.4900,0.09471767,9.47176685%
2025-11-24,6.0700,5.5100,0.10163339,10.16333938%
2025-11-25,6.1100,5.6000,0.09107143,9.10714286%
2025-11-26,6.1300,5.6300,0.08880995,8.88099467%
2025-11-28,6.1700,5.6600,0.09010601,9.01060071%
2025-12-01,6.1800,5.6100,0.10160428,10.16042781%
2025-12-02,6.2000,5.6100,0.10516934,10.51693405%
2025-12-03,6.2200,5.6600,0.09893993,9.89399293%
2025-12-04,6.1900,5.6700,0.09171076,9.17107584%
2025-12-05,6.1800,5.6700,0.08994709,8.99470899%
2025-12-08,6.1500,5.6300,0.09236234,9.23623446%
2025-12-09,6.2100,5.6200,0.10498221,10.49822064%
2025-12-10,6.2600,5.7100,0.09632224,9.63222417%
2025-12-11,6.1800,5.7900,0.06735751,6.73575130%
2025-12-12,6.0400,5.6100,0.07664884,7.66488414%
2025-12-15,6.0300,5.6200,0.07295374,7.29537367%
2025-12-16,6.0200,5.5800,0.07885305,7.88530466%
2025-12-17,6.0300,5.5600,0.08453237,8.45323741%
2025-12-18,6.1800,5.5800,0.10752688,10.75268817%
2025-12-19,6.2300,5.6000,0.11250000,11.25000000%
2025-12-22,6.1700,5.6500,0.09203540,9.20353982%
